"unitid","value","year","metric","var_type"
100812,0,2021,"first_time_enrollment","raw"
100812,1168,2021,"full_time_enrollment","raw"
100812,55,2021,"pct_age_25plus","raw"
100812,1,2021,"pct_aian","raw"
100812,1,2021,"pct_asian","raw"
100812,24,2021,"pct_bipoc","computed"
100812,15,2021,"pct_black","raw"
100812,8.41088045812455,2021,"pct_graduate","computed"
100812,4,2021,"pct_hispanic","raw"
100812,0,2021,"pct_international","raw"
100812,0,2021,"pct_nhpi","raw"
100812,58.1961345740873,2021,"pct_part_time","computed"
100812,2,2021,"pct_race_unknown","raw"
100812,3,2021,"pct_two_or_more","raw"
100812,91.5891195418754,2021,"pct_undergrad","computed"
100812,74,2021,"pct_white","raw"
100812,2794,2021,"total_enrollment","raw"
100812,700,2021,"transfer_in_enrollment","raw"
100812,2559,2021,"undergraduate_enrollment","raw"
100812,0,2022,"first_time_enrollment","raw"
